code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
9310036041276	https://world.openfoodfacts.org/product/9310036041276	foodorigins	1444797404	1517741996	Extra Shot Real Coffee Ice Cold		500ml	Plastic Bottle	plastic-bottle	Ice Break,Parmalat	ice-break,parmalat	Beverages, Coffee drinks, Iced coffees, Sweetened beverages	en:beverages,en:coffee-drinks,en:iced-coffees,en:sweetened-beverages,en:non-alcoholic-beverages	Australia	australia	Australia	australia							NSW,Australia	Coles,Bilo,Woolworths	Australia	REDUCED FAT MILK (45 (1.6% _MILK_ FAT), SUGAR, COFFEE(1%)	MILK, MILK, MILK	en:milk				0		0		0			0				3	Beverages	Sweetened beverages	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:iced-coffees	https://static.openfoodfacts.org/images/products/931/003/604/1276/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/931/003/604/1276/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/931/003/604/1276/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/931/003/604/1276/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/931/003/604/1276/ingredients_en.8.400.jpg	https://static.openfoodfacts.org/images/products/931/003/604/1276/ingredients_en.8.200.jpg	https://static.openfoodfacts.org/images/products/931/003/604/1276/nutrition_en.9.400.jpg	https://static.openfoodfacts.org/images/products/931/003/604/1276/nutrition_en.9.200.jpg																																																																																																											
9415767677203	https://world.openfoodfacts.org/product/9415767677203	clockwerx	1467260185	1517727908	V	Energy drink	500 ml	Can	can	V	v	Beverages, Carbonated drinks, Sodas, Energy drinks, Sweetened beverages	en:beverages,en:carbonated-drinks,en:sodas,en:energy-drinks,en:sweetened-beverages,en:non-alcoholic-beverages											Rosewater,South Australia,Australia		Australia	CARBONATED WATER, SUGAR, ACIDTY REGULATORS (CITRIC ACID, SODIUM CITRATE), TAURINE, _GUARANA EXTRACT_ (0.12%), COLOUR (_CARAMEL_), GLUCURONOLACTONE, CAFFEINE, INOSITOL, VITAMINS [NIACIN (B3)]. PANTOTHENIC ACID, B6, RIBOFLAVIN (B2), _B12_], _FLAVOURS_. CONTAINS _WHEAT DERIVATIVES_	GUARANA EXTRACT, CARAMEL, B12, FLAVOURS, WHEAT DERIVATIVES, WHEAT	en:gluten,en:b12,en:caramel,en:flavours,en:guarana-extract,en:wheat-derivatives				0		3	en:e150,en:e330,en:e331	0			0			e	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:energy-drinks	https://static.openfoodfacts.org/images/products/941/576/767/7203/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/941/576/767/7203/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/941/576/767/7203/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/941/576/767/7203/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/941/576/767/7203/ingredients_en.10.400.jpg	https://static.openfoodfacts.org/images/products/941/576/767/7203/ingredients_en.10.200.jpg	https://static.openfoodfacts.org/images/products/941/576/767/7203/nutrition_en.11.400.jpg	https://static.openfoodfacts.org/images/products/941/576/767/7203/nutrition_en.11.200.jpg	195		0	0																																			10.6	10.6										1				0.2794	0.11									0.00049	0.0029	0.00046			5.7e-07		0.0007																	0.031	0.2										16	3							
9300664020224	https://world.openfoodfacts.org/product/9300664020224	clockwerx	1515904252	1517028028	PURA Classic Smooth & Creamy Mocha	Mocha	600 ml	Box	box	Pura	pura	Beverages, Dairies, Dairy drinks, Flavoured milks, Chocolate milks, Coffee drinks, Iced coffees, Sweetened beverages	en:beverages,en:dairies,en:dairy-drinks,en:chocolate-milks,en:coffee-drinks,en:flavoured-milks,en:iced-coffees,en:sweetened-beverages,en:non-alcoholic-beverages													Australia	FRESH REDUCED FAT MILK, SUGAR, MILK SOLIDS, COFFEE POWDER (0.5%), COCOA POWDER (.2%), FLAVOURS, SALT,VEGETABLE GUM (407), COLOURS (150d, 155, 133). 	MILK, MILK	en:milk			600 ml	600		3	en:e133,en:e150d,en:e155	0			0			b	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:iced-coffees	https://static.openfoodfacts.org/images/products/930/066/402/0224/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/930/066/402/0224/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/930/066/402/0224/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/930/066/402/0224/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/930/066/402/0224/ingredients_en.8.400.jpg	https://static.openfoodfacts.org/images/products/930/066/402/0224/ingredients_en.8.200.jpg	https://static.openfoodfacts.org/images/products/930/066/402/0224/nutrition_en.10.400.jpg	https://static.openfoodfacts.org/images/products/930/066/402/0224/nutrition_en.10.200.jpg	322		2.5	1.6																																			10.1	9.9										3.3				0.13208	0.052																					0.115												0.02											1	1							
9300624010524	https://world.openfoodfacts.org/product/9300624010524	openfoodfacts-contributors	1420448679	1515027389	Pasito 10 pack			Box	box	Kirks	kirks	Beverages, Carbonated drinks, Sodas, Sweetened beverages	en:beverages,en:carbonated-drinks,en:sodas,en:sweetened-beverages,en:non-alcoholic-beverages													Australia							0												Beverages	Sweetened beverages	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:sodas	https://static.openfoodfacts.org/images/products/930/062/401/0524/front_en.5.400.jpg	https://static.openfoodfacts.org/images/products/930/062/401/0524/front_en.5.200.jpg	https://static.openfoodfacts.org/images/products/930/062/401/0524/front_en.5.400.jpg	https://static.openfoodfacts.org/images/products/930/062/401/0524/front_en.5.200.jpg																																																																																																															
9300601292936	https://world.openfoodfacts.org/product/9300601292936	clockwerx	1515021113	1515021392	Soda Water	Soda water	1.25L	Plastic,Bottle	plastic,bottle	Coles	coles	Beverages, Carbonated drinks, Sodas, Sweetened beverages	en:beverages,en:carbonated-drinks,en:sodas,en:sweetened-beverages,en:non-alcoholic-beverages					Vegetarian, Vegan	en:vegetarian,en:vegan						Coles	Australia	Carbonated Australian Water					250ml	250		0		0			0			b	3	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:sodas	https://static.openfoodfacts.org/images/products/930/060/129/2936/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/930/060/129/2936/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/930/060/129/2936/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/930/060/129/2936/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/930/060/129/2936/ingredients_en.7.400.jpg	https://static.openfoodfacts.org/images/products/930/060/129/2936/ingredients_en.7.200.jpg	https://static.openfoodfacts.org/images/products/930/060/129/2936/nutrition_en.8.400.jpg	https://static.openfoodfacts.org/images/products/930/060/129/2936/nutrition_en.8.200.jpg	0		0	0																																			0	0									0	0				0.01016	0.004																																												0	0							
9300624031482	https://world.openfoodfacts.org/product/9300624031482	clockwerx	1493455363	1514807088	Barista Bros Iced Mochacchino		500 ml	Plastic,Bottle	plastic,bottle	Barista Bros	barista-bros	Beverages, Coffee drinks, Iced coffees, Sweetened beverages	en:beverages,en:coffee-drinks,en:iced-coffees,en:sweetened-beverages,en:non-alcoholic-beverages											Adelaide,South Australia,Australia		Australia	MILK (FROM MILK SOLIDS) 80%, WATER, SUGAR, COFFEE POWDER (0.5%), COCOA POWDER(0.5%), STABILISERS (460,407,471,466), FLAVOUR,FOOD ACID (339), SWEETENER(960) CONTAINS MILK PRODUCTS, CONTAINS CAFFEINE NOT SUITABLE AS A COMPLETE MILK FOOD 		en:milk			500 ml	500		5	en:e339,en:e407,en:e460,en:e466,en:e471	0			0			e	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:iced-coffees	https://static.openfoodfacts.org/images/products/930/062/403/1482/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/930/062/403/1482/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/930/062/403/1482/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/930/062/403/1482/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/930/062/403/1482/ingredients_en.12.400.jpg	https://static.openfoodfacts.org/images/products/930/062/403/1482/ingredients_en.12.200.jpg	https://static.openfoodfacts.org/images/products/930/062/403/1482/nutrition_en.14.400.jpg	https://static.openfoodfacts.org/images/products/930/062/403/1482/nutrition_en.14.200.jpg	234		1.4	0.9																																			7.2	7.2										2.7				0.18796	0.074																					0.08												0.019											13	0							
9310036074427	https://world.openfoodfacts.org/product/9310036074427	clockwerx	1483851635	1511346689	Ice Break Refuel High Protein	Pasteurised reduced fat milk with coffee	500 ml	Plastic,Bottle	plastic,bottle	Ice Break	ice-break	Beverages, Dairies, Dairy drinks, Coffee drinks, Coffee milks, Iced coffees, Sweetened beverages, Unsweetened beverages	en:beverages,en:dairies,en:dairy-drinks,en:coffee-drinks,en:coffee-milks,en:iced-coffees,en:sweetened-beverages,en:non-alcoholic-beverages			Australia	australia	No colorings, No flavors, No preservatives	en:no-colorings,en:no-flavors,en:no-preservatives					South Australia,Australia		Australia	Reduced fat _milk_, sugar, coffee (1 %), milk solids.	milk	en:milk			500 ml	500		0		0			0			b	3	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:iced-coffees	https://static.openfoodfacts.org/images/products/931/003/607/4427/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/931/003/607/4427/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/931/003/607/4427/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/931/003/607/4427/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/931/003/607/4427/ingredients_en.11.400.jpg	https://static.openfoodfacts.org/images/products/931/003/607/4427/ingredients_en.11.200.jpg	https://static.openfoodfacts.org/images/products/931/003/607/4427/nutrition_en.13.400.jpg	https://static.openfoodfacts.org/images/products/931/003/607/4427/nutrition_en.13.200.jpg	304		1.5	1																																			10.2	9.4										4.5				0.104	0.041																					0.143												0.044											0	0							
9342584072280	https://world.openfoodfacts.org/product/9342584072280	rjhunter	1448425005	1510740412	Iced Coffee	iced coffee flavoured milk	600 mL	carton	carton	OAK	oak	Beverages, Dairies, Dairy drinks, Coffee drinks, Coffee milks, Sweetened beverages	en:beverages,en:dairies,en:dairy-drinks,en:coffee-drinks,en:coffee-milks,en:sweetened-beverages,en:non-alcoholic-beverages	Australia	australia	Australia	australia							Melbourne,Victoria,Australia		Australia	_milk_, skim _milk_, sugar, coffee 0.5%, flavours, colour (150d), stabiliser (407)	milk, milk	en:milk			300 mL	300		2	en:e150d,en:e407	0			0			b	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:coffee-milks	https://static.openfoodfacts.org/images/products/934/258/407/2280/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/934/258/407/2280/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/934/258/407/2280/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/934/258/407/2280/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/934/258/407/2280/ingredients_en.8.400.jpg	https://static.openfoodfacts.org/images/products/934/258/407/2280/ingredients_en.8.200.jpg	https://static.openfoodfacts.org/images/products/934/258/407/2280/nutrition_en.10.400.jpg	https://static.openfoodfacts.org/images/products/934/258/407/2280/nutrition_en.10.200.jpg	354		3.6	2.3																																			9.3	9										3.6				0.10414	0.041																					0.119																							2	2							
9331200430535	https://world.openfoodfacts.org/product/9331200430535	foodorigins	1452858182	1510468130	Cranberry Classic		1.5L	Plastic Bottle	plastic-bottle	Ocean Spray	ocean-spray	Beverages, Sweetened beverages, Cranberry Drink	en:beverages,en:sweetened-beverages,en:cranberry-drink,en:non-alcoholic-beverages	United States	united-states	United States	united-states							NSW,Australia	Coles,Bilo,Woolworths	Australia, France	WATER, RECONSTITUTED CRANBERRY JUICE (27%), SUGAR, VEGETABLE AND FRUIT CONCENTRATE (CARROT, CRANBERRY), VITAMIN C.						0		0		0			0			e	3	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:sweetened-beverages	https://static.openfoodfacts.org/images/products/933/120/043/0535/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/933/120/043/0535/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/933/120/043/0535/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/933/120/043/0535/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/933/120/043/0535/ingredients_en.8.400.jpg	https://static.openfoodfacts.org/images/products/933/120/043/0535/ingredients_en.8.200.jpg	https://static.openfoodfacts.org/images/products/933/120/043/0535/nutrition_en.9.400.jpg	https://static.openfoodfacts.org/images/products/933/120/043/0535/nutrition_en.9.200.jpg	192		0	0																																			11.7	11.3										0				0	0																																												15	2							
9310199080815	https://world.openfoodfacts.org/product/9310199080815	rjhunter	1437279726	1510225894	Dare Double Espresso	Pasteurised iced coffee flavoured milk	750 mL	bottle,plastic,frais	bottle,plastic,frais	Dare iced coffee,Dare	dare-iced-coffee,dare	Beverages, Dairies, Dairy drinks, Coffee drinks, Coffee milks, Sweetened beverages	en:beverages,en:dairies,en:dairy-drinks,en:coffee-drinks,en:coffee-milks,en:sweetened-beverages,en:non-alcoholic-beverages											Melbourne,Australia		Australia	_milk_, sugar, coffee powder 0.76% (robusta, arabica), flavours, colour (150c).	milk	en:milk			500 mL	500		1	en:e150c	0			0			c	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:coffee-milks	https://static.openfoodfacts.org/images/products/931/019/908/0815/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/931/019/908/0815/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/931/019/908/0815/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/931/019/908/0815/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/931/019/908/0815/ingredients_en.8.400.jpg	https://static.openfoodfacts.org/images/products/931/019/908/0815/ingredients_en.8.200.jpg	https://static.openfoodfacts.org/images/products/931/019/908/0815/nutrition_en.9.400.jpg	https://static.openfoodfacts.org/images/products/931/019/908/0815/nutrition_en.9.200.jpg	369		3.7	2.5																																			10.1	9.3										3.4				0.10922	0.043																					0.122												0.032											3	3							
5010102100015	https://world.openfoodfacts.org/product/5010102100015	foodorigins	1424577850	1508973597	Dr Pepper UK Version		330 ml	Canned	canned	Dr Pepper,Coca Cola	dr-pepper,coca-cola	Beverages, Artificially sweetened beverages, Dr Pepper Soft Drink	en:beverages,en:artificially-sweetened-beverages,en:dr-pepper-soft-drink,en:non-alcoholic-beverages,en:sweetened-beverages	United Kingdom	united-kingdom	United Kingdom	united-kingdom	Made in GB	en:made-in-gb					NSW,Australia	Bilo,Coles	Australia, France, United Kingdom	Carbonated water, sugar, colour (caramel E150d), phosphoric acid, preservative (potassium sorbate), flavourings including caffeine, sweeteners (aspartame, acesulfame K). Contains a source of phenylalanine. Caffeine						0		5	en:e150d,en:e202,en:e338,en:e950,en:e951	0			0			e	4	Beverages	Artificially sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:artificially-sweetened-beverages	https://static.openfoodfacts.org/images/products/501/010/210/0015/front_en.4.400.jpg	https://static.openfoodfacts.org/images/products/501/010/210/0015/front_en.4.200.jpg	https://static.openfoodfacts.org/images/products/501/010/210/0015/front_en.4.400.jpg	https://static.openfoodfacts.org/images/products/501/010/210/0015/front_en.4.200.jpg			https://static.openfoodfacts.org/images/products/501/010/210/0015/nutrition_en.10.400.jpg	https://static.openfoodfacts.org/images/products/501/010/210/0015/nutrition_en.10.200.jpg	121		0	0																																			7.2	7.2									0	0				0	0																																												10	1							
9300675033848	https://world.openfoodfacts.org/product/9300675033848	foodorigins	1496382612	1502890264	Coke Zero		330 ml	Can,Aluminium	can,aluminium	Coca-Cola	coca-cola	Beverages, Artificially sweetened beverages, Carbonated drinks, Diet beverages, Sodas, Diet sodas, Colas, Diet cola soft drink, Sweetened beverages, Unsweetened beverages	en:beverages,en:artificially-sweetened-beverages,en:carbonated-drinks,en:diet-beverages,en:sodas,en:diet-sodas,en:colas,en:diet-cola-soft-drink,en:sweetened-beverages,en:non-alcoholic-beverages													Australia	Carbonated Purified Water, Colour (Caramel E150d), Food Acids (E338, E331), Flavour, Sweeteners (E951, E950), Preservative (E211), Caffeine.					330ml	330		6	en:e150d,en:e211,en:e331,en:e338,en:e950,en:e951	0			0			b	4	Beverages	Artificially sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:diet-cola-soft-drink	https://static.openfoodfacts.org/images/products/930/067/503/3848/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/930/067/503/3848/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/930/067/503/3848/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/930/067/503/3848/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/930/067/503/3848/ingredients_en.9.400.jpg	https://static.openfoodfacts.org/images/products/930/067/503/3848/ingredients_en.9.200.jpg	https://static.openfoodfacts.org/images/products/930/067/503/3848/nutrition_en.10.400.jpg	https://static.openfoodfacts.org/images/products/930/067/503/3848/nutrition_en.10.200.jpg	1.4		0	0																																			0.1	0									0	0.05				0.02794	0.011																																												1	0							
9315596000435	https://world.openfoodfacts.org/product/9315596000435	foodorigins	1451612988	1498360793	Lemon Lime & Bitters		300ml	Glass Bottle	glass-bottle	Schweppes	schweppes	Beverages, Carbonated drinks, Sodas, Sweetened beverages	en:beverages,en:carbonated-drinks,en:sodas,en:sweetened-beverages,en:non-alcoholic-beverages	Australia,Imported Unknown	australia,imported-unknown	Australia	australia							NSW,Australia		Australia	Carbonated water, sugar, Fruit juices (lemon 2.5%, lime 2.5%) Aromatic bitters (0.2%), preservative 211, natural colours (161b, 163)					300 ml	300		2	en:e161b,en:e163	0			0				4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:sodas	https://static.openfoodfacts.org/images/products/931/559/600/0435/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/931/559/600/0435/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/931/559/600/0435/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/931/559/600/0435/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/931/559/600/0435/ingredients_en.7.400.jpg	https://static.openfoodfacts.org/images/products/931/559/600/0435/ingredients_en.7.200.jpg	https://static.openfoodfacts.org/images/products/931/559/600/0435/nutrition_en.8.400.jpg	https://static.openfoodfacts.org/images/products/931/559/600/0435/nutrition_en.8.200.jpg	176		0																																				10.2	10.1														0.0381	0.015																																																				
9300624407621	https://world.openfoodfacts.org/product/9300624407621	foodorigins	1446775576	1489980399	Deep Spring Orange & Passionfruit		1.25L	Plastic Bottle	plastic-bottle	Deep Spring,Coca-Cola Amatil	deep-spring,coca-cola-amatil	Beverages, Waters, Spring waters, Mineral waters, Sweetened beverages, Unsweetened beverages	en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:sweetened-beverages,en:non-alcoholic-beverages	Australia	australia	Australia	australia							NSW,Australia	Coles,Bilo	Australia	Carbonated water (mineral water 80%, purified water 11%), sugar, organic juice from concentrate (orange 5.0%, passionfruit 0.1%), food acid (330), natural flavour, natural colours (161b, 120), preservative (211).					250 ml	250		4	en:e120,en:e161b,en:e211,en:e330	0			0			a	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:mineral-waters	https://static.openfoodfacts.org/images/products/930/062/440/7621/front_en.16.400.jpg	https://static.openfoodfacts.org/images/products/930/062/440/7621/front_en.16.200.jpg	https://static.openfoodfacts.org/images/products/930/062/440/7621/front_en.16.400.jpg	https://static.openfoodfacts.org/images/products/930/062/440/7621/front_en.16.200.jpg	https://static.openfoodfacts.org/images/products/930/062/440/7621/ingredients_en.15.400.jpg	https://static.openfoodfacts.org/images/products/930/062/440/7621/ingredients_en.15.200.jpg	https://static.openfoodfacts.org/images/products/930/062/440/7621/nutrition_en.14.400.jpg	https://static.openfoodfacts.org/images/products/930/062/440/7621/nutrition_en.14.200.jpg	38.4		0.4	0																																			2	2.16										0.4				0.00965	0.0038																																												4	0							
9300675001113	https://world.openfoodfacts.org/product/9300675001113	maxious	1422177501	1489514055	Coca Cola		1.25 L	Plastic Bottle	plastic-bottle	Coca Cola	coca-cola	Beverages, Carbonated drinks, Sodas, Sweetened beverages	en:beverages,en:carbonated-drinks,en:sodas,en:sweetened-beverages,en:non-alcoholic-beverages	Australia,Imported Unknown	australia,imported-unknown	Australia	australia									Australia	Carbonated Purified Water, Cane Sugar, Color (Caramel 150d), Food Acid 9338), Flavour, Caffeine.			Caffeine	en:caffeine	250 ml	250		1	en:e150d	0			0			e	4	Beverages	Sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:sodas	https://static.openfoodfacts.org/images/products/930/067/500/1113/front_en.9.400.jpg	https://static.openfoodfacts.org/images/products/930/067/500/1113/front_en.9.200.jpg	https://static.openfoodfacts.org/images/products/930/067/500/1113/front_en.9.400.jpg	https://static.openfoodfacts.org/images/products/930/067/500/1113/front_en.9.200.jpg			https://static.openfoodfacts.org/images/products/930/067/500/1113/nutrition_en.10.400.jpg	https://static.openfoodfacts.org/images/products/930/067/500/1113/nutrition_en.10.200.jpg	180		0	0																																			10.6	10.6										0				0.0254	0.01																																												14	2							
